CCCNC(=O)c1ccccc1N*;S(=O)(=O)(c1ccc(SC)cc1);CCCNC(=O)c1ccccc1NS(=O)(=O)c1ccc(SC)cc1
O=C(NCCCc1ccccc1)*;C(n1cc2c(n1)CCCC2);O=C(Cn1cc2c(n1)CCCC2)NCCCc1ccccc1
O=C(C*)NCc1cccs1;O(c1c(Br)cc(Br)cc1Br);O=C(COc1c(Br)cc(Br)cc1Br)NCc1cccs1
CC(C)c1ccccc1*;N(C(=O)c1ccc(Br)o1);CC(C)c1ccccc1NC(=O)c1ccc(Br)o1
COC(=O)CN(c1ccc(OC)cc1)*;S(=O)(=O)(c1c(C)noc1C);COC(=O)CN(c1ccc(OC)cc1)S(=O)(=O)c1c(C)noc1C
Cc1ccccc1CNC(=O)*;C(n1c(=O)oc2ccccc12);Cc1ccccc1CNC(=O)Cn1c(=O)oc2ccccc21
O=C(N*)Nc1cccc(Cl)c1;C(c1ccc(C(=O)[O-])cc1);O=C(NCc1ccc(C(=O)[O-])cc1)Nc1cccc(Cl)c1
C=CC[C@H](c1ccco1)*;N(c1ccc(OC)cc1);C=CC[C@@H](Nc1ccc(OC)cc1)c1ccco1
CCCCn1nnnc1N*;C(c1ccccc1OC);CCCCn1nnnc1NCc1ccccc1OC
O=C(c1cccs1)[C@H](O)N*;S(=O)(=O)(c1ccccc1);O=C(c1cccs1)[C@H](O)NS(=O)(=O)c1ccccc1
CC(=O)Nc1ccccc1*;O(C(=O)c1cccc(C)c1);CC(=O)Nc1ccccc1OC(=O)c1cccc(C)c1
CC[C@@H](Oc1ccccc1)C(=O)*;N(c1ccc(C#N)cc1);CC[C@@H](Oc1ccccc1)C(=O)Nc1ccc(C#N)cc1
O=C(c1ccc2c(c1)OCO2)*;N(CCC[NH+]1CCOCC1);O=C(NCCC[NH+]1CCOCC1)c1ccc2c(c1)OCO2
O=C(Nc1ccccc1F)*;C(Oc1ccc(Cl)cc1);O=C(COc1ccc(Cl)cc1)Nc1ccccc1F
O=C(n1c(=O)oc2ccccc12)*;C(CSc1nc2ccccc2s1);O=C(CCSc1nc2ccccc2s1)n1c(=O)oc2ccccc21
COc1cccc(OC)c1OCC(=O)*;N(c1ccc(F)c(Cl)c1);COc1cccc(OC)c1OCC(=O)Nc1ccc(F)c(Cl)c1
O=C(c1c(Cl)cccc1Cl)*;N(C[C@@H](O)c1ccccc1);O=C(NC[C@@H](O)c1ccccc1)c1c(Cl)cccc1Cl
COc1ccc2nc(C)cc(S*)c2c1;C([C@H](NC(C)=O)C(=O)[O-]);COc1ccc2nc(C)cc(SC[C@H](NC(C)=O)C(=O)[O-])c2c1
O=C(c1cc(Br)c(Br)s1)*;N(CCCn1cc[nH+]c1);O=C(NCCCn1cc[nH+]c1)c1cc(Br)c(Br)s1
CS(=O)(=O)N(c1ccc(I)cc1)*;C(C(=O)NCc1ccncc1);CS(=O)(=O)N(CC(=O)NCc1ccncc1)c1ccc(I)cc1
Cc1cc2ccccc2n1CC(=O)*;N([C@@H]1CCC[C@@H](C)[C@@H]1C);Cc1cc2ccccc2n1CC(=O)N[C@@H]1CCC[C@@H](C)[C@@H]1C
CCCCC(=O)N[C@H](C(Cl)(Cl)Cl)*;S(=O)(=O)(c1ccc(Cl)cc1);CCCCC(=O)N[C@H](C(Cl)(Cl)Cl)S(=O)(=O)c1ccc(Cl)cc1
COC(=O)c1ccccc1N*;C(=O)(CSc1ncccn1);COC(=O)c1ccccc1NC(=O)CSc1ncccn1
NC(=O)c1ccccc1N*;C(=O)(c1ccccc1Br);NC(=O)c1ccccc1NC(=O)c1ccccc1Br
C[NH+](C)C[C@@H]1CCCC[C@@H]1*;O(C(=O)c1ccc(Br)cc1);C[NH+](C)C[C@@H]1CCCC[C@@H]1OC(=O)c1ccc(Br)cc1
O=C(C*)Nc1ccc(Cl)cc1F;O(C(=O)COc1ccccc1);O=C(COC(=O)COc1ccccc1)Nc1ccc(Cl)cc1F
COC(=O)c1cc2c(ccn2C)n1C*;C(=O)(NC1CCCCC1);COC(=O)c1cc2c(ccn2C)n1CC(=O)NC1CCCCC1
O=C(CNC(=O)c1ccccc1)*;O(Cc1ccccc1Cl);O=C(CNC(=O)c1ccccc1)OCc1ccccc1Cl
O=C(c1cc2ncccn2n1)*;N(Cc1ccc(Cl)cc1);O=C(NCc1ccc(Cl)cc1)c1cc2ncccn2n1
CCOC(=O)c1cc2sccc2n1C*;C(=O)(N[C@H]1CCCC[C@@H]1C);CCOC(=O)c1cc2sccc2n1CC(=O)N[C@H]1CCCC[C@@H]1C
COc1cc(C(C)=O)ccc1OCC(=O)*;N(c1cc(F)ccc1F);COc1cc(C(C)=O)ccc1OCC(=O)Nc1cc(F)ccc1F
O=C(Nc1cccc(C(=O)[O-])c1O)*;C(Nc1ccc(F)cc1);O=C(CNc1ccc(F)cc1)Nc1cccc(C(=O)[O-])c1O
N#Cc1ccc(Cl)cc1NC(=O)*;C(OC(=O)c1cc(Br)ccc1O);N#Cc1ccc(Cl)cc1NC(=O)COC(=O)c1cc(Br)ccc1O
COc1ccc(F)cc1S(=O)(=O)*;N(c1cccc(Cl)c1Cl);COc1ccc(F)cc1S(=O)(=O)Nc1cccc(Cl)c1Cl
CCc1cccc(CC)c1N*;C(=O)([C@@H]1CC=CC[C@H]1C(=O)[O-]);CCc1cccc(CC)c1NC(=O)[C@@H]1CC=CC[C@H]1C(=O)[O-]
CO[C@H]1CCCC[C@H]1[NH2+]C*;C(c1ccc(Cl)cc1Cl);CO[C@H]1CCCC[C@H]1[NH2+]CCc1ccc(Cl)cc1Cl
COc1ccccc1NC(=O)C*;O(c1ccc(Cl)c(Cl)c1);COc1ccccc1NC(=O)COc1ccc(Cl)c(Cl)c1
CCN(S(=O)(=O)c1ccc(C)cc1)*;C(C(=O)NC[C@@H]1CCCO1);CCN(CC(=O)NC[C@@H]1CCCO1)S(=O)(=O)c1ccc(C)cc1
C[C@@H](C(=O)N(C)c1ccccc1)*;O(c1cccc2c1OC(C)(C)C2);C[C@H](Oc1cccc2c1OC(C)(C)C2)C(=O)N(C)c1ccccc1
O=C(C*)Nc1ccccc1F;S(c1nn2cnnc2o1);O=C(CSc1nn2cnnc2o1)Nc1ccccc1F
CN(C*)C(=O)CSc1ccccc1F;C(=O)(Nc1ccccc1Cl);CN(CC(=O)Nc1ccccc1Cl)C(=O)CSc1ccccc1F
COC(=O)C[C@H](c1ccccc1Cl)*;N(S(=O)(=O)c1cccs1);COC(=O)C[C@@H](NS(=O)(=O)c1cccs1)c1ccccc1Cl
CCc1cc2c(C)cc(=O)oc2cc1O*;C(C(=O)c1ccccc1);CCc1cc2c(C)cc(=O)oc2cc1OCC(=O)c1ccccc1
COC(=O)c1[nH]c2ccc(C)cc2c1*;N(C(=O)CCC1CCCC1);COC(=O)c1[nH]c2ccc(C)cc2c1NC(=O)CCC1CCCC1
N#Cc1ccccc1C(=O)*;C(Cc1ccc(F)cc1);N#Cc1ccccc1C(=O)CCc1ccc(F)cc1
CSc1oc(-c2ccccc2)nc1*;S(=O)(=O)(c1ccccc1);CSc1oc(-c2ccccc2)nc1S(=O)(=O)c1ccccc1
Cc1onc(-c2ccccc2Cl)c1*;C(=O)(c1ccc(F)cc1);Cc1onc(-c2ccccc2Cl)c1C(=O)c1ccc(F)cc1
C=CCn1c(N)cc(=O)nc1S[C@@H](C)*;C(=O)(Nc1ccccc1);C=CCn1c(N)cc(=O)nc1S[C@@H](C)C(=O)Nc1ccccc1
C[C@H](N*)c1ccc(S(N)(=O)=O)cc1;C(=O)(Cc1ccc(Br)cc1);C[C@H](NC(=O)Cc1ccc(Br)cc1)c1ccc(S(N)(=O)=O)cc1
O=C(c1cc2cc(Br)ccc2o1)*;N(c1nccc2ccccc12);O=C(Nc1nccc2ccccc12)c1cc2cc(Br)ccc2o1
CS(=O)(=O)c1ccccc1C(=O)*;N(c1nc(-c2ccccc2)cs1);CS(=O)(=O)c1ccccc1C(=O)Nc1nc(-c2ccccc2)cs1
Cc1cc2ncn(*)c2cc1C;C(CC(=O)NC(C)(C)C);Cc1cc2ncn(CCC(=O)NC(C)(C)C)c2cc1C
O=C(N[C@@H]1CC(=O)N(c2ccccc2)C1)*;N(c1ccc(Br)cc1F);O=C(Nc1ccc(Br)cc1F)N[C@@H]1CC(=O)N(c2ccccc2)C1
O=C(CS(=O)(=O)c1ccc(Cl)cc1)*;N(c1nc2c(s1)CCCC2);O=C(CS(=O)(=O)c1ccc(Cl)cc1)Nc1nc2c(s1)CCCC2
O=C(CC*)NCc1ccco1;C(=O)(NC[C@H]1CCCO1);O=C(CCC(=O)NC[C@H]1CCCO1)NCc1ccco1
Cc1ccccc1N(C*)S(C)(=O)=O;C(=O)(Nc1ccc(Cl)cc1);Cc1ccccc1N(CC(=O)Nc1ccc(Cl)cc1)S(C)(=O)=O
O=C(NC1C2CC3CC(C2)CC1C3)*;C(Oc1ccc(Br)cc1);O=C(COc1ccc(Br)cc1)NC1C2CC3CC(C2)CC1C3
COc1ccccc1NC(=O)N*;C(c1ccc2c(c1)OCO2);COc1ccccc1NC(=O)NCc1ccc2c(c1)OCO2
O=C(C*)Nc1ccncc1;C(COc1ccccc1);O=C(CCCOc1ccccc1)Nc1ccncc1
Cc1ccc(C(=O)OC*)s1;C(=O)(N[C@@](C)(C#N)C(C)C);Cc1ccc(C(=O)OCC(=O)N[C@@](C)(C#N)C(C)C)s1
O=C(O*)c1ccccc1O;C(c1c(F)cccc1Cl);O=C(OCc1c(F)cccc1Cl)c1ccccc1O
COc1cccc(OC)c1*;C(=O)(Nc1nc(C)cs1);COc1cccc(OC)c1C(=O)Nc1nc(C)cs1
C[C@H](O)c1nc2ccccc2n1*;C([C@H](O)COc1ccc(Cl)cc1);C[C@H](O)c1nc2ccccc2n1C[C@H](O)COc1ccc(Cl)cc1
Cc1ccccc1Nc1nnc(S*)s1;C(C(=O)NCC(F)(F)F);Cc1ccccc1Nc1nnc(SCC(=O)NCC(F)(F)F)s1
C[C@H](OC(=O)c1cccc(F)c1)*;C(=O)(Nc1ccc(N(C)C)cc1);C[C@H](OC(=O)c1cccc(F)c1)C(=O)Nc1ccc(N(C)C)cc1
C[NH+](CC(=O)*)Cc1ccc(Br)cc1;N(Cc1ccc(Cl)cc1);C[NH+](CC(=O)NCc1ccc(Cl)cc1)Cc1ccc(Br)cc1
CCCCNC(=O)c1ccccc1*;N(C(=O)c1cccc(Cl)c1);CCCCNC(=O)c1ccccc1NC(=O)c1cccc(Cl)c1
CC(C)[C@H](NC(=O)c1ccco1)C(=O)*;N(c1ccc(F)c(Cl)c1);CC(C)[C@H](NC(=O)c1ccco1)C(=O)Nc1ccc(F)c(Cl)c1
O=C([O-])C[C@@H](c1ccc(F)cc1)*;N(C(=O)c1ccc(Cl)cc1);O=C([O-])C[C@H](NC(=O)c1ccc(Cl)cc1)c1ccc(F)cc1
O=C(c1cccc(C(F)(F)F)c1)*;N(Cc1cccc(Cl)c1);O=C(NCc1cccc(Cl)c1)c1cccc(C(F)(F)F)c1
CCc1nnc(CC)n1N*;C(=O)(Nc1ccc(C)cc1);CCc1nnc(CC)n1NC(=O)Nc1ccc(C)cc1
O=C(c1cc2ccccc2oc1=O)*;N(c1ccc(F)cc1F);O=C(Nc1ccc(F)cc1F)c1cc2ccccc2oc1=O
C=C(C)C[C@@H](c1ccco1)*;[NH2+]([C@H](C)c1ccccc1);C=C(C)C[C@H]([NH2+][C@H](C)c1ccccc1)c1ccco1
CC(=O)[C@H](Cc1ccccc1)NC(=O)C*;O(c1ccc(C#N)cc1);CC(=O)[C@H](Cc1ccccc1)NC(=O)COc1ccc(C#N)cc1
O=C(CCC1CCCCC1)*;N(c1nnc(C(F)(F)F)s1);O=C(CCC1CCCCC1)Nc1nnc(C(F)(F)F)s1
C(=O)(Nc1ccc(N2CCOCC2)cc1)*;CN(C)C(=O)C1CCC1;CN(CC(=O)Nc1ccc(N2CCOCC2)cc1)C(=O)C1CCC1
CCO[C@@H](n1nnc2ccccc12)*;C([C@@H](OC)c1ccccc1);CCO[C@H](C[C@@H](OC)c1ccccc1)n1nnc2ccccc21
CC1=CC(C)(C)NC(=O)[C@@H]1*;S(=O)(=O)(c1ccc(C)cc1);CC1=CC(C)(C)NC(=O)[C@@H]1S(=O)(=O)c1ccc(C)cc1
Cc1ccc(Cl)cc1NC(=O)*;C(OC(=O)c1ccccc1O);Cc1ccc(Cl)cc1NC(=O)COC(=O)c1ccccc1O
CC(C)N(C(=O)*)c1ccccc1;C(Sc1n[nH]c(=O)[nH]c1=O);CC(C)N(C(=O)CSc1n[nH]c(=O)[nH]c1=O)c1ccccc1
O=C(C1(c2ccc(Cl)cc2)CCCC1)*;N(CCc1ccccc1);O=C(NCCc1ccccc1)C1(c2ccc(Cl)cc2)CCCC1
COc1ccc(C(F)(F)F)cc1N*;C(=O)(Nc1cccc(Cl)c1);COc1ccc(C(F)(F)F)cc1NC(=O)Nc1cccc(Cl)c1
Cc1nc2ccccn2c1C(=O)C*;S(c1cccc(C(F)(F)F)c1);Cc1nc2ccccn2c1C(=O)CSc1cccc(C(F)(F)F)c1
CC(C)OC(=O)[C@H]1CC=CC[C@@H]1*;C(=O)(Nc1ccc(C(=O)[O-])cc1);CC(C)OC(=O)[C@H]1CC=CC[C@@H]1C(=O)Nc1ccc(C(=O)[O-])cc1
C=CCn1cnnc1SCC(=O)*;N(c1cc2c(cc1C#N)OCO2);C=CCn1cnnc1SCC(=O)Nc1cc2c(cc1C#N)OCO2
Cc1c(Cl)cccc1NC(=O)*;N(c1ccc2snnc2c1);Cc1c(Cl)cccc1NC(=O)Nc1ccc2snnc2c1
O=C(N*)Nc1cccc(F)c1;C(c1ccc2c(c1)OCO2);O=C(NCc1ccc2c(c1)OCO2)Nc1cccc(F)c1
CCN(C(=O)c1ccc(C)o1)*;C(C(=O)NCc1cccs1);CCN(CC(=O)NCc1cccs1)C(=O)c1ccc(C)o1
C[C@H](N*)c1ccccc1;C(=O)(c1ccc(Cl)cc1);C[C@H](NC(=O)c1ccc(Cl)cc1)c1ccccc1
CCOC(=O)c1nnsc1*;S(=O)(=O)(c1ccccc1);CCOC(=O)c1nnsc1S(=O)(=O)c1ccccc1
OCC[NH+](Cc1nc2ccccc2[nH]1)*;C(c1nc2ccccc2[nH]1);OCC[NH+](Cc1nc2ccccc2[nH]1)Cc1nc2ccccc2[nH]1
Cc1noc(C)c1S(=O)(=O)*;N(c1ccc(C(=O)[O-])cc1);Cc1noc(C)c1S(=O)(=O)Nc1ccc(C(=O)[O-])cc1
O=C(c1ccccc1C(F)(F)F)*;N(Cc1cccc(Cl)c1);O=C(NCc1cccc(Cl)c1)c1ccccc1C(F)(F)F
O=C(OCC(=O)N1CCOCC1)*;C(n1cnc2ccccc2c1=O);O=C(Cn1cnc2ccccc2c1=O)OCC(=O)N1CCOCC1
C[C@@H](Oc1ccccc1)C(=O)*;N(c1cccc(C#N)c1);C[C@@H](Oc1ccccc1)C(=O)Nc1cccc(C#N)c1
CC(=O)c1ccccc1NC(=O)C*;O(C(=O)c1ccccc1Br);CC(=O)c1ccccc1NC(=O)COC(=O)c1ccccc1Br
O=C(COc1ccc2c(c1)OCO2)*;N(Cc1ccc(Cl)cc1Cl);O=C(COc1ccc2c(c1)OCO2)NCc1ccc(Cl)cc1Cl
O=C(C*)NCc1ccccc1;C(S(=O)(=O)c1ccc(Br)s1);O=C(CCS(=O)(=O)c1ccc(Br)s1)NCc1ccccc1
CCc1cccc(C)c1NC(=O)*;C(NS(=O)(=O)c1ccc(C)cc1);CCc1cccc(C)c1NC(=O)CNS(=O)(=O)c1ccc(C)cc1
C[C@](C#N)(NC(=O)*)C1CC1;C(Sc1ccc(Cl)cc1);C[C@](C#N)(NC(=O)CSc1ccc(Cl)cc1)C1CC1
Cc1cc(=O)n2nc(C(F)(F)F)nc2n1*;C(C(=O)c1ccccc1);Cc1cc(=O)n2nc(C(F)(F)F)nc2n1CC(=O)c1ccccc1
COc1cc(*)cc(OC)c1OC;C(=O)(NC(C)(C)CCO);COc1cc(C(=O)NC(C)(C)CCO)cc(OC)c1OC
CCCn1c(*)nc2ccc(Br)cc2c1=O;S(CC(=O)NC(C)(C)C);CCCn1c(SCC(=O)NC(C)(C)C)nc2ccc(Br)cc2c1=O
CCOC(=O)c1ccccc1C(=O)*;C(Cc1c(C)cccc1C);CCOC(=O)c1ccccc1C(=O)CCc1c(C)cccc1C
C[C@@H](NC(=O)C*)c1ccc2c(c1)OCO2;O(c1ccc(Cl)cc1Cl);C[C@@H](NC(=O)COc1ccc(Cl)cc1Cl)c1ccc2c(c1)OCO2
O=C(Nc1cccnc1)c1ccccc1*;O(Cc1ccc(Cl)cc1);O=C(Nc1cccnc1)c1ccccc1OCc1ccc(Cl)cc1
CCOC(=O)c1ccsc1N*;C(=O)(c1ccc(C)cc1);CCOC(=O)c1ccsc1NC(=O)c1ccc(C)cc1
O=C(Nc1ccc2c(c1)OCO2)*;C(Sc1nc2cc(Cl)cnc2[nH]1);O=C(CSc1nc2cc(Cl)cnc2[nH]1)Nc1ccc2c(c1)OCO2
CCOC(=O)C[C@H]1C(=O)NCC[NH+]1*;C(c1c[nH]c2ccccc12);CCOC(=O)C[C@H]1C(=O)NCC[NH+]1Cc1c[nH]c2ccccc12
C[C@H](Oc1ccc(C#N)cc1)C(=O)*;N(c1ccc(S(N)(=O)=O)cc1);C[C@H](Oc1ccc(C#N)cc1)C(=O)Nc1ccc(S(N)(=O)=O)cc1
O=C(C*)c1ccc(Cl)cc1;C(Nc1ccc(F)cc1);O=C(CCNc1ccc(F)cc1)c1ccc(Cl)cc1
COC(=O)c1cc(C)sc1N*;C(=O)([C@@H]1CCCC[C@@H]1C(=O)[O-]);COC(=O)c1cc(C)sc1NC(=O)[C@@H]1CCCC[C@@H]1C(=O)[O-]
Cc1nc2ccccc2n1CC(=O)*;N([C@@H]1CCC[C@H](C)[C@@H]1C);Cc1nc2ccccc2n1CC(=O)N[C@@H]1CCC[C@H](C)[C@@H]1C
Cc1cc(S(N)(=O)=O)ccc1N*;C(=O)([C@H](C)c1ccccc1);Cc1cc(S(N)(=O)=O)ccc1NC(=O)[C@H](C)c1ccccc1
COc1ccc2c(c1OC)C(=O)O[C@@H]2*;C(C(=O)c1ccc(Cl)cc1);COc1ccc2c(c1OC)C(=O)O[C@@H]2CC(=O)c1ccc(Cl)cc1
CCN(C(=O)c1cc(C)oc1C)*;C(CC(=O)NCC(C)C);CCN(CCC(=O)NCC(C)C)C(=O)c1cc(C)oc1C
C[NH+](Cc1ccccc1)*;C(c1ccc(Cl)[nH]c1=O);C[NH+](Cc1ccccc1)Cc1ccc(Cl)[nH]c1=O
O[C@H](C*)C[NH+]1CCCCCCC1;O(c1c(Cl)cccc1Cl);O[C@H](COc1c(Cl)cccc1Cl)C[NH+]1CCCCCCC1
Cc1cc(Cl)ccc1N*;C(=O)(CC1CCCCC1);Cc1cc(Cl)ccc1NC(=O)CC1CCCCC1
O=C(NCc1ccc(Cl)cc1)*;N(/C=C/c1ccc(Cl)cc1);O=C(N/C=C/c1ccc(Cl)cc1)NCc1ccc(Cl)cc1
C[NH+](C)[C@@H](CN*)c1ccccc1;C(=O)(c1cncc(Br)c1);C[NH+](C)[C@@H](CNC(=O)c1cncc(Br)c1)c1ccccc1
O=C([O-])c1ccccc1S*;C(c1c(F)cccc1Cl);O=C([O-])c1ccccc1SCc1c(F)cccc1Cl
COc1ccccc1OCCC(=O)*;N(Cc1ccc(Cl)cc1);COc1ccccc1OCCC(=O)NCc1ccc(Cl)cc1
C[C@@H]1CCCC[C@@H]1NC(=O)*;C(n1ccc2ccccc12);C[C@@H]1CCCC[C@@H]1NC(=O)Cn1ccc2ccccc21
C[C@H](Nc1ccc(Cl)cc1)*;C(=O)(Nc1cccc(Cl)c1);C[C@H](Nc1ccc(Cl)cc1)C(=O)Nc1cccc(Cl)c1
O=C(C*)Nc1nc2ccc(F)cc2s1;O(c1ccc2c(c1)CCC2);O=C(COc1ccc2c(c1)CCC2)Nc1nc2ccc(F)cc2s1
O=C(Cc1ccc(Cl)cc1)NCC*;C(NC(=O)c1ccncc1);O=C(Cc1ccc(Cl)cc1)NCCCNC(=O)c1ccncc1
C=C1C(C)(C)[C@H]2CC[C@]1(C(=O)*)C2;N(CCCn1ccnc1);C=C1C(C)(C)[C@H]2CC[C@]1(C(=O)NCCCn1ccnc1)C2
O=C(Nc1cccc(Br)c1)*;C(OC(=O)C1CCCCC1);O=C(COC(=O)C1CCCCC1)Nc1cccc(Br)c1
COC(=O)[C@H](CC(C)C)NC(=O)*;N(c1cc(C)ccc1C);COC(=O)[C@H](CC(C)C)NC(=O)Nc1cc(C)ccc1C
O=C([C@H]1COc2ccccc2O1)*;N(c1cccc(Cl)c1Cl);O=C(Nc1cccc(Cl)c1Cl)[C@H]1COc2ccccc2O1
O=C(C*)Nc1ccccc1Cl;O(C(=O)C[C@H]1C[C@H]2CC[C@@H]1C2);O=C(COC(=O)C[C@H]1C[C@H]2CC[C@@H]1C2)Nc1ccccc1Cl
CC[C@H](n1cc(Br)cn1)*;C(=O)(NC[C@@H]1CCCO1);CC[C@@H](C(=O)NC[C@@H]1CCCO1)n1cc(Br)cn1
O=C(CCC*)NC1CCCCCC1;N(C(=O)c1ccc(Cl)cc1);O=C(CCCNC(=O)c1ccc(Cl)cc1)NC1CCCCCC1
O=c1c2sccc2ncn1*;O(Cc1ccc(Cl)cc1Cl);O=c1c2sccc2ncn1OCc1ccc(Cl)cc1Cl
O=C(N*)c1ccccc1Cl;C(COCc1ccccc1);O=C(NCCOCc1ccccc1)c1ccccc1Cl
O=C(CC*)NC1CCCCCC1;C(=O)(n1ncc2ccccc12);O=C(CCC(=O)n1ncc2ccccc21)NC1CCCCCC1
O=C(Nc1ccccc1OC(F)F)*;C(Sc1nc2ccccc2[nH]1);O=C(CSc1nc2ccccc2[nH]1)Nc1ccccc1OC(F)F
Cc1cc2c(cc1*)OCCN2C;S(=O)(=O)(Nc1ccc(Cl)cc1);Cc1cc2c(cc1S(=O)(=O)Nc1ccc(Cl)cc1)OCCN2C
O=C(C*)NCc1cccc(Cl)c1;C(C(=O)c1ccccc1);O=C(CCC(=O)c1ccccc1)NCc1cccc(Cl)c1
O=C(CSc1nnc2ccccn12)*;N(CCc1ccc(Cl)cc1Cl);O=C(CSc1nnc2ccccn12)NCCc1ccc(Cl)cc1Cl
CCOc1ccccc1NC(=O)C*;O(c1ccc(F)cc1Br);CCOc1ccccc1NC(=O)COc1ccc(F)cc1Br
C[C@@H]1CCCC[C@@H]1NC(=O)*;C(NC(=O)c1ccc(Br)o1);C[C@@H]1CCCC[C@@H]1NC(=O)CNC(=O)c1ccc(Br)o1
Cc1cccc(C)c1NC(=O)C*;O(C(=O)c1nonc1N);Cc1cccc(C)c1NC(=O)COC(=O)c1nonc1N
C[C@H](C(=O)c1cccc(Cl)c1)*;O(C(=O)Cc1ccc(Cl)cc1);C[C@@H](OC(=O)Cc1ccc(Cl)cc1)C(=O)c1cccc(Cl)c1
Cc1ccc(C(C)C)cc1OCC(=O)*;N(c1ccc(C(N)=O)cc1);Cc1ccc(C(C)C)cc1OCC(=O)Nc1ccc(C(N)=O)cc1
CCCOc1ccccc1N*;C(=O)(COc1ccc(Cl)cc1);CCCOc1ccccc1NC(=O)COc1ccc(Cl)cc1
COC(=O)[C@@](O)(N*)C(F)(F)F;C(=O)(c1c(F)cccc1F);COC(=O)[C@@](O)(NC(=O)c1c(F)cccc1F)C(F)(F)F
C(=O)(NCc1ccc(F)cc1)*;COc1ccc(OC)cc1;COc1ccc(OCC(=O)NCc2ccc(F)cc2)cc1
O=C(O*)c1ccc(F)cc1;C(n1ncc(Br)c(Br)c1=O);O=C(OCn1ncc(Br)c(Br)c1=O)c1ccc(F)cc1
O=C(Nc1cccc2ccccc12)*;N(CCc1ccncc1);O=C(NCCc1ccncc1)Nc1cccc2ccccc12
CCCCNC(=O)Nc1ccccc1*;C(=O)(Nc1ccccc1);CCCCNC(=O)Nc1ccccc1C(=O)Nc1ccccc1
CSc1ccccc1CC*;C(=O)(c1ccccc1SC);CSc1ccccc1CCC(=O)c1ccccc1SC
CCN(C*)S(=O)(=O)c1ccc(C)cc1;C(=O)(NCc1ccncc1);CCN(CC(=O)NCc1ccncc1)S(=O)(=O)c1ccc(C)cc1
O=C([O-])[C@H]1[C@H]2C=C[C@H](C2)[C@H]1*;C(=O)(Nc1ccc(I)cc1);O=C([O-])[C@H]1[C@H]2C=C[C@H](C2)[C@H]1C(=O)Nc1ccc(I)cc1
O=C(N*)c1cccc(F)c1;C(CC[NH+]1CCOCC1);O=C(NCCC[NH+]1CCOCC1)c1cccc(F)c1
O=C(COC(=O)c1ccc(F)cc1)*;N(c1cc(F)ccc1F);O=C(COC(=O)c1ccc(F)cc1)Nc1cc(F)ccc1F
O=C(COc1ccccc1Br)*;N(CCCc1ccccc1);O=C(COc1ccccc1Br)NCCCc1ccccc1
CCCC(=O)OCC(=O)*;N(c1ncc(Cl)cc1Cl);CCCC(=O)OCC(=O)Nc1ncc(Cl)cc1Cl
CC[C@@H](C(=O)O*)c1ccccc1;C(C(=O)Nc1cc(Cl)ccc1Cl);CC[C@@H](C(=O)OCC(=O)Nc1cc(Cl)ccc1Cl)c1ccccc1
CCC[NH+]1[C@H]2CCC[C@@H]1CC(N*)C2;C(=O)(c1cccc(Cl)c1);CCC[NH+]1[C@H]2CCC[C@@H]1CC(NC(=O)c1cccc(Cl)c1)C2
O=C(Nc1ccc2c(c1)CCC2)*;C(Sc1ncnc2ccccc12);O=C(CSc1ncnc2ccccc12)Nc1ccc2c(c1)CCC2
CC[C@@H]1CCCC[NH+]1C*;C(=O)(c1cccc(Br)c1);CC[C@@H]1CCCC[NH+]1CC(=O)c1cccc(Br)c1
C(=O)(N1CC(=O)Nc2ccccc21)*;C[NH+](C)Cc1ccc(F)cc1;C[NH+](CC(=O)N1CC(=O)Nc2ccccc21)Cc1ccc(F)cc1
COc1ccccc1C[NH2+]*;C(Cc1ccccc1F);COc1ccccc1C[NH2+]CCc1ccccc1F
CC[C@H](C)[C@@H](NC(=O)*)C(=O)OC;N(Cc1ccc(C)cc1);CC[C@H](C)[C@@H](NC(=O)NCc1ccc(C)cc1)C(=O)OC
Cc1ccccc1-c1nnc(S*)o1;C(C(=O)N(C(C)C)C(C)C);Cc1ccccc1-c1nnc(SCC(=O)N(C(C)C)C(C)C)o1
Cc1cc(Cl)cc(Cl)c1*;O(CC[NH+]1CCCCC1);Cc1cc(Cl)cc(Cl)c1OCC[NH+]1CCCCC1
CCN(Cc1ccccc1)*;C(=O)(Cc1ccc(Br)cc1);CCN(Cc1ccccc1)C(=O)Cc1ccc(Br)cc1
O=C([O-])c1ccc(Cl)cc1*;C(=O)(c1ccc(Cl)cc1);O=C([O-])c1ccc(Cl)cc1C(=O)c1ccc(Cl)cc1
O=C(Nc1ccccc1F)*;N(CCc1ccccc1);O=C(NCCc1ccccc1)Nc1ccccc1F
Cc1onc(-c2ccccc2)c1C(=O)*;N(c1ccc(Cl)c(Cl)c1);Cc1onc(-c2ccccc2)c1C(=O)Nc1ccc(Cl)c(Cl)c1
CN(C(=O)C*)C1(C#N)CCCCC1;S(c1cc(Cl)ccc1Cl);CN(C(=O)CSc1cc(Cl)ccc1Cl)C1(C#N)CCCCC1
COc1ccc(C)cc1NC(=O)*;C(C[NH+]1CCC(C(N)=O)CC1);COc1ccc(C)cc1NC(=O)CC[NH+]1CCC(C(N)=O)CC1
CCOc1ncccc1C(=O)*;O(CC(=O)c1ccc(Cl)s1);CCOc1ncccc1C(=O)OCC(=O)c1ccc(Cl)s1
